name,rank,year,company_founded,company_name,company_relationship,company_sector,company_type,demographics_age,demographics_gender,location_citizenship,location_country_code,location_gdp,location_region,wealth_type,wealth_worth_in_billions,wealth_how_category,wealth_how_from_emerging,wealth_how_industry,wealth_how_inherited,wealth_how_was_founder,wealth_how_was_political
 Wang Kunxiao ,"1,210.00","2,014.00","1,997.00", Yantai Jereh Oilfield Services Group , founder , oil exploration equipment , new ,44, male , China , CHN , -   , East Asia , privatized and resources ,1.4, Resource Related , True , Energy , nonin , True , True 
 Xiong Xuqiang ,"1,210.00","2,014.00","1,994.00", Ningbo Yinyi Group , founder , real estate , new ,57, male , Hong Kong , HKG , -   , East Asia , self-made finance ,1.4, Financial , True , Real Estate , nonin , True , True 
 Yoshiko Mori ,"1,210.00","2,014.00","1,959.00", Mori Building , relation , construction , new ,73, female , Japan , JPN , -   , East Asia , inherited ,1.4, Non-Traded Sectors , True , Constrution , spouse/widow , True , True 
 Yuri Kovalchuk ,"1,210.00","2,014.00","1,990.00", Russia bank , Head of Board of Directors , banking , new ,62, male , Russia , RUS , -   , Europe , privatized and resources ,1.4, Financial , True , Money Management , nonin , True , True 
 Andrew Cherng ,"1,270.00","2,014.00","1,973.00", Panda Express , founder , restaurant , new , -   , male , United States , USA , -   , North America , fnf ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Anne Gittinger ,"1,270.00","2,014.00","1,901.00", Nordstrom , relation , retail , new ,78, female , United States , USA , -   , North America , inherited ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", 3rd generation , True , True 
" Anton Kathrein, Jr. ","1,270.00","2,014.00","1,919.00", Katherine Werke AG , relation , antennas , new ,29, male , Germany , DEU , -   , Europe , inherited ,1.4, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Henry Swieca ,"1,270.00","2,014.00","1,992.00", Highbridge Capital Management , founder , hedge funds , new ,56, male , United States , USA , -   , North America , self-made finance ,1.4, Financial , True , Hedge funds , nonin , True , True 
 Jonathan Oringer ,"1,270.00","2,014.00","2,003.00", Shutterstock , founder , internet company , new ,39, male , United States , USA , -   , North America , fnf ,1.4, Non-Traded Sectors , True , Media , nonin , True , True 
 Kazuo Okada ,"1,270.00","2,014.00","1,973.00", Wynn Resorts , founder , casinos , new ,71, male , Japan , JPN , -   , East Asia , self-made finance ,1.4, Financial , True , Real Estate , nonin , True , True 
 Keeree Kanjanapas ,"1,270.00","2,014.00","1,992.00", BTS Skytrain , founder , mass transit , new ,64, male , Thailand , THA , -   , East Asia , self-made finance ,1.4, Financial , True , Real Estate , nonin , True , True 
 Lee Hwa-Kyung ,"1,270.00","2,014.00","1,956.00", Orion Corp. , relation , snack foods , new ,58, female , South Korea , KOR , -   , East Asia , inherited ,1.4, Non-Traded Sectors , True , Media , father , True , True 
 Lin Li ,"1,270.00","2,014.00","1,995.00", Liye Group , founder , investments , new ,50, male , China , CHN , -   , East Asia , self-made finance ,1.4, Financial , True , Diversified financial , nonin , True , True 
 Mark Vadon ,"1,270.00","2,014.00","2,010.00", Zulily , founder , e-commerce , new ,43, male , United States , USA , -   , North America , fnf ,1.4, New Sectors , True , Technology-Computer , nonin , True , True 
 Oleg Boyko ,"1,270.00","2,014.00","1,995.00", Finstar Financial Group , founder , retail , new ,49, male , Russia , RUS , -   , Europe , fnf ,1.4, Non-Traded Sectors , True , Media , nonin , True , True 
 Patricia Angelini Rossi ,"1,270.00","2,014.00","1,955.00", Angelini Group , relation , forestry and mining , new ,59, female , Chile , CHL , -   , Latin America , inherited ,1.4, Resource Related , True , Mining and metals , father , True , True 
 Paul Foster ,"1,270.00","2,014.00","1,997.00", Western Refining , founder , oil refining , new ,56, male , United States , USA , -   , North America , privatized and resources ,1.4, Resource Related , True , Energy , nonin , True , True 
 Peggy Cherng ,"1,270.00","2,014.00","1,973.00", Panda Express , founder , restaurant , new , -   , female , United States , USA , -   , North America , fnf ,1.4, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Roger Penske ,"1,270.00","2,014.00","1,965.00", Penske Racing , founder , automobiles , new ,77, male , United States , USA , -   , North America , fnf ,1.4, Traded Sectors , True , Consumer , nonin , True , True 
" William Ford, Sr. ","1,270.00","2,014.00","1,903.00", Ford Motor Company , relation , automobiles , new ,88, male , United States , USA , -   , North America , inherited ,1.4, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Akio Nitori ,"1,284.00","2,014.00","1,967.00", Nitori , founder , home furnishings , new ,70, male , Japan , JPN , -   , East Asia , fnf ,1.3, Non-Traded Sectors , True ," Retail, Restaurant ", nonin , True , True 
 Alain Taravella ,"1,284.00","2,014.00","1,994.00", Altarea Cogedim , founder , real estate , new ,66, male , France , FRA , -   , Europe , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Allan Gray ,"1,284.00","2,014.00","1,973.00", Allan Gray , founder , asset management , new ,76, male , South Africa , ZAF , -   , Sub-Saharan Africa , self-made finance ,1.3, Financial , True , Other , nonin , True , True 
 Allan Wong ,"1,284.00","2,014.00","1,976.00", VTech Holding , founder , electronics , new ,64, male , Hong Kong , HKG , -   , East Asia , fnf ,1.3, New Sectors , True , Technology-Computer , nonin , True , True 
 Andrei Molchanov ,"1,284.00","2,014.00","1,993.00", Open Joint Stock Company , founder , real estate , privatization ,42, male , Russia , RUS , -   , Europe , privatized and resources ,1.3, Non-Traded Sectors , True , Constrution , nonin , True , True 
 Aneel Bhusri ,"1,284.00","2,014.00","1,965.00", Greylock Partners , partner , venture capitalist , new ,48, male , United States , USA , -   , North America , executive ,1.3, New Sectors , True , Technology-Computer , nonin , True , True 
 Arturo Moreno ,"1,284.00","2,014.00","1,947.00", Outdoor Systems , CEO , advertising , new ,67, male , United States , USA , -   , North America , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Baba Kalyani ,"1,284.00","2,014.00","1,961.00", Bharat Forge , relation , auto components , new ,65, male , India , IND , -   , South Asia , inherited ,1.3, -   , True , Other , father , True , True 
 Bruce Cheng ,"1,284.00","2,014.00","1,971.00", Delta Electronics , founder , electronics , new ,78, male , Taiwan , Taiwan , -   , East Asia , fnf ,1.3, New Sectors , True , Technology-Computer , nonin , True , True 
 Bruce Nordstrom ,"1,284.00","2,014.00","1,901.00", Nordstrom , relation , retail , new ,80, male , United States , USA , -   , North America , inherited ,1.3, Non-Traded Sectors , True ," Retail, Restaurant ", 3rd generation , True , True 
 Brunello Cucinelli ,"1,284.00","2,014.00","1,978.00", Brunello Cucinelli , founder , fashion , new ,60, male , Italy , ITA , -   , Europe , fnf ,1.3, Traded Sectors , True , Consumer , nonin , True , True 
 C. Dean Metropoulos ,"1,284.00","2,014.00","1,990.00", Apollo Global management , investor , private equity , new ,67, male , United States , USA , -   , North America , self-made finance ,1.3, Financial , True , Diversified financial , nonin , True , True 
 Carlos Francisco Ribeiro Jereissati ,"1,284.00","2,014.00","1,966.00", Inguatemi Empresa de Shopping Centers , founder , shopping centers , new ,67, male , Brazil , BRA , -   , Latin America , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Charles Simonyi ,"1,284.00","2,014.00","1,975.00", Microsoft , head of Microsoft's application software group , software , new ,66, male , United States , USA , -   , North America , executive ,1.3, New Sectors , True , Technology-Computer , nonin , True , True 
 Charles Zegar ,"1,284.00","2,014.00","1,981.00", Bloomberg , founder ,  finance ,  new ,66, male , United States , USA , -   , North America , fnf ,1.3, Non-Traded Sectors , True , Media , nonin , True , True 
 Charlotte Colket Weber ,"1,284.00","2,014.00","1,869.00", Campbell Soup , relation , soup , aquired ,71, female , United States , USA , -   , North America , inherited ,1.3, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Chen Bang ,"1,284.00","2,014.00", -   , Air Eye Hospital Group , founder , hospitals , new ,48, male , China , CHN , -   , East Asia , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Chu Mang Yee ,"1,284.00","2,014.00","1,992.00", Hopson Development , chairman , real estate , new ,54, male , China , CHN , -   , East Asia , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Ciputra ,"1,284.00","2,014.00","1,961.00", Ciputra Development , founder , real estate , new ,82, male , Indonesia , IDN , -   , East Asia , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 David Booth ,"1,284.00","2,014.00","1,981.00", Dimensional Fund Advisors , founder , asset management , new ,68, male , United States , USA , -   , North America , self-made finance ,1.3, Financial , True , Money Management , nonin , True , True 
 David Sainsbury ,"1,284.00","2,014.00","1,869.00", Sainsbury's , relation , groceries , new ,73, male , United Kingdom , GBR , -   , Europe , inherited ,1.3, Non-Traded Sectors , True ," Retail, Restaurant ", 4th generation , True , True 
 Desmond Sacco ,"1,284.00","2,014.00","1,928.00", Assore Group , relation , mining , new ,71, male , South Africa , ZAF , -   , Sub-Saharan Africa , inherited ,1.3, Resource Related , True , Mining and metals , father , True , True 
 Du Jiangtao ,"1,284.00","2,014.00","2,003.00", Inner Mongolia Junzhen Energy and Chemical Industry , chairman , chemicals , new ,44, male , China , CHN , -   , East Asia , executive ,1.3, Traded Sectors , True , Non-consumer industrial , nonin , True , True 
 Edward Stack ,"1,284.00","2,014.00","1,948.00", Dick's Sporting Goods , relation , retail , new ,59, male , United States , USA , -   , North America , inherited ,1.3, Non-Traded Sectors , True ," Retail, Restaurant ", father , True , True 
 Eggon da Silva ,"1,284.00","2,014.00","1,961.00", WEG , founder , electronics , new ,85, male , Brazil , BRA , -   , Latin America , fnf ,1.3, Traded Sectors , True , Non-consumer industrial , nonin , True , True 
 Elie Horn ,"1,284.00","2,014.00","1,962.00", Cyrela Brazil Realty , founder , real estate , new ,70, male , Brazil , BRA , -   , Latin America , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Fawzi Al-Kharafi ,"1,284.00","2,014.00","1,956.00", Kharafi Group , relation , diversified investments , new , -   , male , Kuwait , KWT , -   , Middle East/North Africa , inherited ,1.3, Financial , True , Diversified financial , father , True , True 
" Frank Fertitta, III. ","1,284.00","2,014.00","1,976.00", Station Casinos , ceo , entertainment , new ,52, male , United States , USA , -   , North America , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Frank Stronach ,"1,284.00","2,014.00","1,956.00", Manga International , founder , automotive parts , new ,81, male , Canada , CAN , -   , North America , fnf ,1.3, Traded Sectors , True , Consumer , nonin , True , True 
 George Joseph ,"1,284.00","2,014.00","1,961.00", Mercury General , founder , insurance , new ,92, male , United States , USA , -   , North America , self-made finance ,1.3, Financial , True , Money Management , nonin , True , True 
 Gernot Langes-Swarovski ,"1,284.00","2,014.00","1,895.00", Swarovski , relation , luxury goods , new ,70, male , Austria , AUT , -   , Europe , inherited ,1.3, Traded Sectors , True , Consumer , 4th generation , True , True 
" Henry Nicholas, III. ","1,284.00","2,014.00","1,991.00", Broadcom Corporation , founder , semiconductors , new ,54, male , United States , USA , -   , North America , fnf ,1.3, New Sectors , True , Technology-Computer , nonin , True , True 
 Jacques Saade ,"1,284.00","2,014.00","1,978.00", CMA CGM , founder , shipping , new ,77, male , France , FRA , -   , Europe , fnf ,1.3, Traded Sectors , True , Other , nonin , True , True 
 James Leininger ,"1,284.00","2,014.00","1,976.00", Kinetic Concepts (KCI) , founder , medical devices , new ,68, male , United States , USA , -   , North America , fnf ,1.3, New Sectors , True , Technology-Medical , nonin , True , True 
 Jassim Al-Kharafi ,"1,284.00","2,014.00","1,956.00", Kharafi Group , relation , diversified investments , new , -   , male , Kuwait , KWT , -   , Middle East/North Africa , inherited ,1.3, Financial , True , Diversified financial , father , True , True 
 Jiang Zhaobai ,"1,284.00","2,014.00","1,997.00", Shanghai Pengxin Group , chairman , real estate , new ,50, male , China , CHN , -   , East Asia , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Jorge Moll Filho ,"1,284.00","2,014.00","1,977.00", Rede D'Or , founder , hospitals , new ,69, male , Brazil , BRA , -   , Latin America , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Jose Isaac Peres ,"1,284.00","2,014.00","1,975.00", Multiplan , founder , shopping centers , new ,73, male , Brazil , BRA , -   , Latin America , self-made finance ,1.3, Financial , True , Real Estate , nonin , True , True 
 Kenny Troutt ,"1,284.00","2,014.00","1,988.00", Excel Communications , founder , telecomm , new ,66, male , United States , USA , -   , North America , fnf ,1.3, Non-Traded Sectors , True , Media , nonin , True , True 
 Koos Bekker ,"1,284.00","2,014.00","1,985.00", Naspers , founder , media , new ,61, male , South Africa , ZAF , -   , Sub-Saharan Africa , fnf ,1.3, Non-Traded Sectors , True , Media , nonin , True , True 
 Lee Boo-Jin ,"1,284.00","2,014.00","1,938.00", Samsung , relation , electronics , new ,43, female , South Korea , KOR , -   , East Asia , inherited ,1.3, New Sectors , True , Technology-Computer , 3rd generation , True , True 
 Lee Man Tat ,"1,284.00","2,014.00","1,888.00", Lee Kum Kee , relation , food , new ,85, male , Hong Kong , HKG , -   , East Asia , inherited ,1.3, Traded Sectors , True , Consumer , 3rd generation , True , True 
 Lev Leviev ,"1,284.00","2,014.00","1,934.00", Africa-Israel , owner , diamonds , aquired ,58, male , Israel , ISR , -   , Middle East/North Africa , privatized and resources ,1.3, Resource Related , True , Mining and metals , nonin , True , True 
 Lilian Werninghaus ,"1,284.00","2,014.00","1,961.00", WEG , relation , electronics , new ,79, female , Brazil , BRA , -   , Latin America , inherited ,1.3, Traded Sectors , True , Non-consumer industrial , spouse/widow , True , True 
 Lily Safra ,"1,284.00","2,014.00","1,955.00", Banco Safra (now Saftra Group) , relation , banking , new ,76, female , Monaco , MCO , -   , Europe , inherited ,1.3, Financial , True , Money Management , spouse/widow , True , True 
